"Level";"Place0";"Place1";"Place2";"Longitude";"Latitude";"Zoom";"Icon"
2;"Germany";"North Rhine-Westphalia";"Hemer";"E7.7667";"N51.3833";;
2;"Germany";"Hesse";"Dietzenbach";"E8.7756";"N50.0086";;
2;"Germany";"Saxony";"Radebeul";"E13.67";"N51.1033";;
2;"Germany";"Hesse";"Bad Vilbel";"E8.7361";"N50.1781";;
2;"Germany";"North Rhine-Westphalia";"Geldern";"E6.3325";"N51.5197";;
2;"Germany";"North Rhine-Westphalia";"Goch";"E6.1619";"N51.6839";;
2;"Germany";"Baden-Württemberg";"Kornwestheim";"E9.185";"N48.8597";;
2;"Germany";"Lower Saxony";"Stuhr";"E8.75";"N53.0167";;
2;"Germany";"Lower Saxony";"Uelzen";"E10.5658";"N52.9647";;
2;"Germany";"Bavaria";"Deggendorf";"E12.9644";"N48.8353";;
2;"Germany";"Schleswig-Holstein";"Wedel";"E9.7";"N53.5833";;
2;"Germany";"Schleswig-Holstein";"Ahrensburg";"E10.2411";"N53.6747";;
2;"Germany";"Baden-Württemberg";"Rheinfelden (Baden)";"E7.7917";"N47.5611";;
2;"Germany";"North Rhine-Westphalia";"Korschenbroich";"E6.5167";"N51.1833";;
2;"Germany";"Baden-Württemberg";"Biberach";"E9.7886";"N48.0981";;
2;"Germany";"Saxony-Anhalt";"Wernigerode";"E10.7853";"N51.835";;
2;"Germany";"Saxony-Anhalt";"Bernburg";"E11.7333";"N51.8";;
2;"Germany";"North Rhine-Westphalia";"Jülich";"E6.3583";"N50.9222";;
2;"Germany";"Hesse";"Lampertheim";"E8.4671";"N49.5942";;
2;"Germany";"Lower Saxony";"Vechta";"E8.2886";"N52.7306";;
2;"Germany";"Saxony-Anhalt";"Naumburg";"E11.8098";"N51.1521";;
2;"Germany";"Bavaria";"Forchheim";"E11.0581";"N49.7197";;
2;"Germany";"Hesse";"Bad Nauheim";"E8.75";"N50.3667";;
2;"Germany";"Saxony";"Hoyerswerda";"E14.25";"N51.4331";;
2;"Germany";"Thuringia";"Altenburg";"E12.4333";"N50.985";;
2;"Germany";"North Rhine-Westphalia";"Delbrück";"E8.5667";"N51.7667";;
2;"Germany";"Brandenburg";"Fürstenwalde";"E14.0667";"N52.3667";;
2;"Germany";"Lower Saxony";"Achim";"E9.033";"N53.013";;
2;"Germany";"Schleswig-Holstein";"Itzehoe";"E9.5164";"N53.925";;
2;"Germany";"Lower Saxony";"Georgsmarienhütte";"E8.0447";"N52.2031";;
2;"Germany";"Baden-Württemberg";"Herrenberg";"E8.8708";"N48.5967";;
2;"Germany";"North Rhine-Westphalia";"Oer-Erkenschwick";"E7.2508";"N51.6422";;
2;"Germany";"Baden-Württemberg";"Radolfzell am Bodensee";"E8.9697";"N47.7369";;
2;"Germany";"North Rhine-Westphalia";"Kreuztal";"E8.0064";"N50.962";;
2;"Germany";"Lower Saxony";"Ganderkesee";"E8.5483";"N53.0358";;
2;"Germany";"North Rhine-Westphalia";"Rheinberg";"E6.6006";"N51.5467";;
2;"Germany";"Lower Saxony";"Bramsche";"E7.9728";"N52.4089";;
2;"Germany";"Brandenburg";"Neuruppin";"E12.8";"N52.9222";;
2;"Germany";"Lower Saxony";"Einbeck";"E9.8667";"N51.8167";;
2;"Germany";"North Rhine-Westphalia";"Werl";"E7.9139";"N51.5528";;
2;"Germany";"Saxony-Anhalt";"Schönebeck";"E11.75";"N52.0167";;
2;"Germany";"Lower Saxony";"Burgdorf";"E10.0078";"N52.4438";;
2;"Germany";"North Rhine-Westphalia";"Gevelsberg";"E7.3559";"N51.3265";;
2;"Germany";"Lower Saxony";"Weyhe";"E8.8733";"N52.9936";;
2;"Germany";"Schleswig-Holstein";"Geesthacht";"E10.3675";"N53.4375";;
2;"Germany";"North Rhine-Westphalia";"Haan";"E7.0131";"N51.1931";;
2;"Germany";"North Rhine-Westphalia";"Lohmar";"E7.2166";"N50.8415";;
2;"Germany";"Lower Saxony";"Osterholz-Scharmbeck";"E8.7947";"N53.2269";;
2;"Germany";"Baden-Württemberg";"Weil am Rhein";"E7.6108";"N47.5947";;
2;"Germany";"North Rhine-Westphalia";"Ennepetal";"E7.3425";"N51.3021";;
2;"Germany";"Saxony";"Riesa";"E13.2939";"N51.3081";;
2;"Germany";"Hesse";"Taunusstein";"E8.1606";"N50.1435";;
2;"Germany";"Rhineland-Palatinate";"Andernach";"E7.4017";"N50.4397";;
2;"Germany";"North Rhine-Westphalia";"Meschede";"E8.2836";"N51.3503";;
2;"Germany";"Brandenburg";"Schwedt (Oder)";"E14.2831";"N53.0631";;
2;"Germany";"Bavaria";"Friedberg";"E10.9833";"N48.35";;
2;"Germany";"Hesse";"Bad Hersfeld";"E9.7067";"N50.8683";;
2;"Germany";"Baden-Württemberg";"Gaggenau";"E8.3194";"N48.8039";;
2;"Germany";"Saarland";"Merzig";"E6.6312";"N49.4471";;
2;"Germany";"Bavaria";"Neuburg";"E11.1833";"N48.7333";;
2;"Germany";"North Rhine-Westphalia";"Werve";"E7.6167";"N51.6667";;
2;"Germany";"Baden-Württemberg";"Vaihingen an der Enz";"E8.9564";"N48.9328";;
2;"Germany";"North Rhine-Westphalia";"Rietberg";"E8.4333";"N51.8";;
2;"Germany";"Thuringia";"Saalfeld";"E11.3542";"N50.6506";;
2;"Germany";"Baden-Württemberg";"Bretten";"E8.7061";"N49.0364";;
2;"Germany";"North Rhine-Westphalia";"Waltrop";"E7.3972";"N51.6236";;
2;"Germany";"North Rhine-Westphalia";"Oelde";"E8.1436";"N51.8258";;
2;"Germany";"North Rhine-Westphalia";"Tönisvorst";"E6.4931";"N51.3208";;
2;"Germany";"Mecklenburg-Western Pomerania";"Güstrow";"E12.1764";"N53.7939";;
2;"Germany";"Hesse";"Friedberg";"E8.755";"N50.3353";;
2;"Germany";"Bavaria";"Landsberg";"E10.8689";"N48.0528";;
2;"Germany";"Lower Saxony";"Northeim";"E10.0011";"N51.7067";;
2;"Germany";"Hesse";"Kelkheim (Taunus)";"E8.4525";"N50.138";;
2;"Germany";"Lower Saxony";"Springe";"E9.55";"N52.2167";;
2;"Germany";"Bavaria";"Unterschleißheim";"E11.5667";"N48.2833";;
2;"Germany";"Baden-Württemberg";"Bühl";"E8.135";"N48.6953";;
2;"Germany";"Bavaria";"Schwandorf";"E12.0993";"N49.3236";;
2;"Germany";"North Rhine-Westphalia";"Höxter";"E9.3667";"N51.7667";;
2;"Germany";"North Rhine-Westphalia";"Rösrath";"E7.1833";"N50.9";;
2;"Germany";"Lower Saxony";"Bad Zwischenahn";"E8.0097";"N53.1836";;
2;"Germany";"North Rhine-Westphalia";"Schwelm";"E7.2972";"N51.2904";;
2;"Germany";"Schleswig-Holstein";"Rendsburg";"E9.6644";"N54.3044";;
2;"Germany";"Baden-Württemberg";"Winnenden";"E9.3978";"N48.8764";;
2;"Germany";"Rhineland-Palatinate";"Bad Neuenahr-Ahrweiler";"E7.1133";"N50.5447";;
2;"Germany";"Saxony";"Grimma";"E12.7253";"N51.2386";;
2;"Germany";"North Rhine-Westphalia";"Wegberg";"E6.2667";"N51.1333";;
2;"Germany";"Baden-Württemberg";"Geislingen an der Steige";"E9.8306";"N48.6244";;
2;"Germany";"Bavaria";"Königsbrunn";"E10.8908";"N48.2689";;
2;"Germany";"Schleswig-Holstein";"Henstedt-Ulzburg";"E10";"N53.7833";;
2;"Germany";"Saxony";"Meißen";"E13.4775";"N51.1636";;
2;"Germany";"North Rhine-Westphalia";"Leichlingen";"E7.0167";"N51.1167";;
2;"Germany";"North Rhine-Westphalia";"Kevelaer";"E6.25";"N51.5833";;
2;"Germany";"Saxony-Anhalt";"Zeitz";"E12.1383";"N51.0478";;
2;"Germany";"Baden-Württemberg";"Emmendingen";"E7.8492";"N48.1214";;
2;"Germany";"Brandenburg";"Blankenfelde";"E13.4";"N52.35";;
2;"Germany";"North Rhine-Westphalia";"Sundern";"E8";"N51.3167";;
2;"Germany";"Hesse";"Baunatal";"E9.4183";"N51.2589";;
2;"Germany";"Schleswig-Holstein";"Reinbek";"E10.2483";"N53.5089";;
2;"Germany";"North Rhine-Westphalia";"Mechernich";"E6.65";"N50.6";;
2;"Germany";"Hesse";"Hattersheim";"E8.4862";"N50.0697";;
2;"Germany";"North Rhine-Westphalia";"Wetter (Ruhr)";"E7.395";"N51.3881";;
2;"Germany";"Hesse";"Griesheim";"E8.5525";"N49.8594";;
2;"Germany";"Thuringia";"Arnstadt";"E10.9464";"N50.8342";;
2;"Germany";"Saxony-Anhalt";"Aschersleben";"E11.4667";"N51.75";;
2;"Germany";"North Rhine-Westphalia";"Geilenkirchen";"E6.1194";"N50.9653";;
2;"Germany";"North Rhine-Westphalia";"Rheinbach";"E6.9491";"N50.6256";;
2;"Germany";"North Rhine-Westphalia";"Overath";"E7.2839";"N50.9328";;
2;"Germany";"North Rhine-Westphalia";"Baesweiler";"E6.1833";"N50.9";;
2;"Germany";"Baden-Württemberg";"Leimen";"E8.6911";"N49.3481";;
2;"Germany";"Baden-Württemberg";"Wangen im Allgäu";"E9.8342";"N47.6858";;
2;"Germany";"North Rhine-Westphalia";"Schloß Holte-Stukenbrock";"E8.6167";"N51.8833";;
2;"Germany";"Lower Saxony";"Lohne";"E8.2386";"N52.6667";;
2;"Germany";"Baden-Württemberg";"Wiesloch";"E8.6983";"N49.2942";;
2;"Germany";"North Rhine-Westphalia";"Hamminkeln";"E6.5908";"N51.7319";;
2;"Germany";"Brandenburg";"Strausberg";"E13.8814";"N52.5808";;
2;"Germany";"Bavaria";"Lauf";"E11.2772";"N49.5103";;
2;"Germany";"Baden-Württemberg";"Neckarsulm";"E9.2244";"N49.1917";;
2;"Germany";"North Rhine-Westphalia";"Heiligenhaus";"E6.971";"N51.3265";;
2;"Germany";"Saxony-Anhalt";"Sangerhausen";"E11.3";"N51.4667";;
2;"Germany";"Brandenburg";"Hennigsdorf";"E13.2036";"N52.6378";;
2;"Germany";"Baden-Württemberg";"Ehingen an der Donau";"E9.7236";"N48.2833";;
2;"Germany";"Hesse";"Butzbach";"E8.6622";"N50.4367";;
2;"Germany";"Lower Saxony";"Nordenham";"E8.4667";"N53.5";;
2;"Germany";"Brandenburg";"Hohen Neuendorf";"E13.2831";"N52.6667";;
2;"Germany";"Brandenburg";"Ludwigsfelde";"E13.2667";"N52.2997";;
2;"Germany";"Baden-Württemberg";"Mühlacker";"E8.8392";"N48.95";;
2;"Germany";"Hesse";"Heppenheim";"E8.645";"N49.6415";;
2;"Germany";"North Rhine-Westphalia";"Selm";"E7.4833";"N51.6833";;
2;"Germany";"Hesse";"Weiterstadt";"E8.6";"N49.9";;
2;"Germany";"Bavaria";"Pfaffenhofen";"E11.5167";"N48.5333";;
2;"Germany";"Bavaria";"Kulmbach";"E11.4333";"N50.1";;
2;"Germany";"Saarland";"Sankt Wendel";"E7.1667";"N49.4667";;
2;"Germany";"Brandenburg";"Teltow";"E13.2706";"N52.4022";;
2;"Germany";"North Rhine-Westphalia";"Bad Honnef am Rhein";"E7.2269";"N50.645";;
2;"Germany";"Lower Saxony";"Helmstedt";"E11.0106";"N52.2281";;
2;"Germany";"Rhineland-Palatinate";"Bingen am Rhein";"E7.895";"N49.9669";;
2;"Germany";"Baden-Württemberg";"Achern";"E8.0739";"N48.6314";;
2;"Germany";"Bavaria";"Zirndorf";"E10.95";"N49.45";;
2;"Germany";"Bavaria";"Roth";"E11.0911";"N49.2461";;
2;"Germany";"North Rhine-Westphalia";"Lennestadt";"E8.0681";"N51.1236";;
2;"Germany";"North Rhine-Westphalia";"Verl";"E8.5167";"N51.8831";;
2;"Germany";"Bavaria";"Lindau";"E9.6839";"N47.5458";;
2;"Germany";"North Rhine-Westphalia";"Lübbecke";"E8.6231";"N52.3081";;
2;"Germany";"Lower Saxony";"Rinteln";"E9.0814";"N52.1906";;
2;"Germany";"North Rhine-Westphalia";"Brilon";"E8.5678";"N51.3956";;
2;"Germany";"Saxony-Anhalt";"Staßfurt";"E11.5667";"N51.8667";;
2;"Germany";"Saxony";"Zittau";"E14.8072";"N50.8961";;
2;"Germany";"North Rhine-Westphalia";"Plettenberg";"E7.8715";"N51.2128";;
2;"Germany";"Hesse";"Groß-Gerau";"E8.4818";"N49.9214";;
2;"Germany";"Schleswig-Holstein";"Schleswig";"E9.5697";"N54.5153";;
2;"Germany";"Bavaria";"Geretsried";"E11.4667";"N47.8667";;
2;"Germany";"Baden-Württemberg";"Rottweil";"E8.6247";"N48.1681";;
2;"Germany";"Hesse";"Friedrichsdorf";"E8.6418";"N50.2569";;
2;"Germany";"North Rhine-Westphalia";"Petershagen";"E8.9667";"N52.3833";;
2;"Germany";"Hesse";"Pfungstadt";"E8.6044";"N49.8056";;
2;"Germany";"Schleswig-Holstein";"Bad Oldesloe";"E10.3742";"N53.8117";;
2;"Germany";"North Rhine-Westphalia";"Olpe";"E7.8514";"N51.0289";;
2;"Germany";"Brandenburg";"Rathenow";"E12.3333";"N52.6";;
2;"Germany";"Brandenburg";"Senftenberg";"E14.0167";"N51.5167";;
2;"Germany";"Thuringia";"Meiningen";"E10.4167";"N50.55";;
2;"Germany";"Baden-Württemberg";"Waldshut-Tiengen";"E8.2144";"N47.6231";;
2;"Germany";"Thuringia";"Sonneberg";"E11.1667";"N50.35";;
2;"Germany";"Saxony-Anhalt";"Salzwedel";"E11.15";"N52.85";;
2;"Germany";"Baden-Württemberg";"Calw";"E8.7375";"N48.7144";;
2;"Germany";"Hesse";"Korbach";"E8.8731";"N51.2719";;
2;"Germany";"Bavaria";"Starnberg";"E11.3406";"N47.9972";;
2;"Germany";"Baden-Württemberg";"Freudenstadt";"E8.4111";"N48.4633";;
2;"Germany";"Baden-Württemberg";"Mosbach";"E9.1333";"N49.35";;
2;"Germany";"Schleswig-Holstein";"Husum";"E9.0511";"N54.4769";;
2;"Germany";"Lower Saxony";"Westerstede";"E7.9167";"N53.25";;
2;"Germany";"Saxony-Anhalt";"Burg";"E11.855";"N52.2725";;
2;"Germany";"Bavaria";"Weilheim";"E11.1333";"N47.8333";;
2;"Germany";"Bavaria";"Bad Kissingen";"E10.0667";"N50.2";;
2;"Germany";"Lower Saxony";"Stadthagen";"E9.2069";"N52.3247";;
2;"Germany";"Thuringia";"Apolda";"E11.5139";"N51.0247";;
2;"Germany";"Schleswig-Holstein";"Heide";"E9.0933";"N54.1961";;
2;"Germany";"Lower Saxony";"Osterode";"E10.2522";"N51.7286";;
2;"Germany";"Bavaria";"Kitzingen";"E10.1667";"N49.7333";;
2;"Germany";"Bavaria";"Sonthofen";"E10.2817";"N47.5142";;
2;"Germany";"Thuringia";"Sondershausen";"E10.8667";"N51.3667";;
2;"Germany";"Bavaria";"Aichach";"E11.1333";"N48.45";;
2;"Germany";"Rhineland-Palatinate";"Germersheim";"E8.3667";"N49.2167";;
2;"Germany";"Bavaria";"Günzburg";"E10.2711";"N48.4525";;
2;"Germany";"Brandenburg";"Luckenwalde";"E13.1667";"N52.0831";;
2;"Germany";"Bavaria";"Traunstein";"E12.6433";"N47.8683";;
2;"Germany";"Bavaria";"Mühldorf";"E12.5228";"N48.2456";;
2;"Germany";"Lower Saxony";"Wittmund";"E7.7808";"N53.5747";;
2;"Germany";"Thuringia";"Bad Salzungen";"E10.2333";"N50.8117";;
2;"Germany";"Bavaria";"Lichtenfels";"E11.0333";"N50.1333";;
2;"Germany";"Thuringia";"Greiz";"E12.1997";"N50.6547";;
2;"Germany";"Bavaria";"Donauwörth";"E10.777";"N48.7184";;
2;"Germany";"Saxony";"Torgau";"E13.0056";"N51.5603";;
2;"Germany";"Lower Saxony";"Holzminden";"E9.4483";"N51.8297";;
2;"Germany";"Bavaria";"Dingolfing";"E12.5";"N48.6333";;
2;"Germany";"Saxony";"Annaberg-Buchholz";"E13.0022";"N50.58";;
2;"Germany";"Hesse";"Eschwege";"E10.0528";"N51.1881";;
2;"Germany";"Saxony-Anhalt";"Haldensleben";"E11.4167";"N52.2833";;
2;"Germany";"Thuringia";"Sömmerda";"E11.1169";"N51.1617";;
2;"Germany";"Brandenburg";"Prenzlau";"E13.8667";"N53.3167";;
2;"Germany";"Rhineland-Palatinate";"Wittlich";"E6.8897";"N49.9869";;
2;"Germany";"Bavaria";"Dillingen";"E10.4667";"N48.5667";;
2;"Germany";"Bavaria";"Bad Tölz";"E11.5567";"N47.7603";;
2;"Germany";"Bavaria";"Marktoberdorf";"E10.6167";"N47.7667";;
2;"Germany";"Rhineland-Palatinate";"Alzey";"E8.1161";"N49.7517";;
2;"Germany";"Rhineland-Palatinate";"Bad Dürkheim";"E8.1724";"N49.4618";;
2;"Germany";"Bavaria";"Weißenburg";"E10.9719";"N49.0306";;
2;"Germany";"Bavaria";"Bad Reichenhall";"E12.8769";"N47.7247";;
2;"Germany";"Brandenburg";"Forst (Lausitz)";"E14.6333";"N51.7333";;
2;"Germany";"Mecklenburg-Western Pomerania";"Parchim";"E11.8333";"N53.4167";;
2;"Germany";"Baden-Württemberg";"Sigmaringen";"E9.2164";"N48.0867";;
2;"Germany";"Schleswig-Holstein";"Bad Segeberg";"E10.3089";"N53.9356";;
2;"Germany";"Thuringia";"Heilbad Heiligenstadt";"E10.1344";"N51.3775";;
2;"Germany";"Schleswig-Holstein";"Eutin";"E10.6181";"N54.1378";;
2;"Germany";"Bavaria";"Cham";"E12.6658";"N49.2183";;
2;"Germany";"Lower Saxony";"Diepholz";"E8.3711";"N52.6072";;
2;"Germany";"Bavaria";"Kronach";"E11.3281";"N50.2411";;
2;"Germany";"Bavaria";"Kelheim";"E11.8667";"N48.9167";;
2;"Germany";"Bavaria";"Bad Neustadt";"E10.2161";"N50.3219";;
2;"Germany";"Baden-Württemberg";"Künzelsau";"E9.6833";"N49.2833";;
2;"Germany";"Bavaria";"Mindelheim";"E10.4667";"N48.0333";;
2;"Germany";"Lower Saxony";"Brake";"E8.4833";"N53.3333";;
2;"Germany";"Rhineland-Palatinate";"Bitburg";"E6.5256";"N49.9747";;
2;"Germany";"Schleswig-Holstein";"Ratzeburg";"E10.7567";"N53.7017";;
2;"Germany";"Lower Saxony";"Jever";"E7.9008";"N53.5744";;
2;"Germany";"Brandenburg";"Lübben (Spreewald)";"E13.9";"N51.95";;
2;"Germany";"Rhineland-Palatinate";"Montabaur";"E7.8258";"N50.4375";;
2;"Germany";"Hesse";"Erbach";"E8.9931";"N49.6569";;
2;"Germany";"Hesse";"Lauterbach";"E9.3944";"N50.6378";;
2;"Germany";"Bavaria";"Haßfurt";"E10.5123";"N50.0353";;
2;"Germany";"Bavaria";"Eichstätt";"E11.1839";"N48.8919";;
2;"Germany";"Baden-Württemberg";"Tauberbischofsheim";"E9.6628";"N49.6225";;
2;"Germany";"Bavaria";"Neustadt";"E10.6089";"N49.58";;
2;"Germany";"Bavaria";"Pfarrkirchen";"E12.9443";"N48.4419";;
2;"Germany";"Bavaria";"Ebersberg";"E11.9667";"N48.0833";;
2;"Germany";"Brandenburg";"Perleberg";"E11.8667";"N53.0667";;
2;"Germany";"Lower Saxony";"Bad Fallingbostel";"E9.6967";"N52.8675";;
2;"Germany";"Thuringia";"Hildburghausen";"E10.7289";"N50.4261";;
2;"Germany";"Bavaria";"Miesbach";"E11.8338";"N47.789";;
2;"Germany";"Hesse";"Bad Schwalbach";"E8.0694";"N50.1401";;
2;"Germany";"Bavaria";"Regen";"E13.1264";"N48.97";;
2;"Germany";"Thuringia";"Eisenberg";"E11.9";"N50.9667";;
2;"Germany";"Bavaria";"Altötting";"E12.6759";"N48.2264";;
2;"Germany";"Rhineland-Palatinate";"Bad Ems";"E7.7106";"N50.3381";;
2;"Germany";"Lower Saxony";"Lüchow";"E11.15";"N52.9667";;
2;"Germany";"Bavaria";"Miltenberg";"E9.2644";"N49.7039";;
2;"Germany";"Bavaria";"Wunsiedel";"E11.9994";"N50.0374";;
2;"Germany";"Brandenburg";"Herzberg";"E13.2331";"N51.6831";;
2;"Germany";"Schleswig-Holstein";"Plön";"E10.4214";"N54.1622";;
2;"Germany";"Thuringia";"Schleiz";"E11.8167";"N50.5833";;
2;"Germany";"Bavaria";"Tirschenreuth";"E12.3369";"N49.8789";;
2;"Germany";"Brandenburg";"Beeskow";"E14.25";"N52.1667";;
2;"Germany";"Rhineland-Palatinate";"Daun";"E6.8319";"N50.1986";;
2;"Germany";"Rhineland-Palatinate";"Simmern";"E7.5167";"N49.9833";;
2;"Germany";"Rhineland-Palatinate";"Kirchheimbolanden";"E8.0117";"N49.6664";;
2;"Germany";"Bavaria";"Freyung";"E13.5475";"N48.8075";;
2;"Germany";"Rhineland-Palatinate";"Birkenfeld";"E7.1833";"N49.65";;
2;"Germany";"Rhineland-Palatinate";"Altenkirchen";"E7.6456";"N50.6872";;
2;"Germany";"Bavaria";"Neustadt";"E12.1706";"N49.7306";;
2;"Germany";"Brandenburg";"Seelow";"E14.3831";"N52.5167";;
2;"Germany";"Rhineland-Palatinate";"Kusel";"E7.3981";"N49.5347";;
2;"Germany";"Rhineland-Palatinate";"Cochem";"E7.1667";"N50.1469";;
2;"Germany";"Hesse";"Offenbach";"E8.7665";"N50.1006";;
2;"Germany";"Rhineland-Palatinate";"Frankenthal";"E8.3639";"N49.5436";;
2;"Germany";"Bavaria";"Weiden";"E12.1561";"N49.6768";;
2;"Germany";"Lower Saxony";"Nienburg";"E9.2208";"N52.6461";;
2;"Germany";"Lower Saxony";"Verden";"E9.2349";"N52.9234";;
2;"Germany";"Saxony-Anhalt";"Köthen";"E11.9709";"N51.7518";;
2;"Germany";"Lower Saxony";"Rotenburg";"E9.4108";"N53.1113";;
2;"Germany";"Bavaria";"Karlstadt";"E9.7724";"N49.9603";;
2;"Germany";"Hesse";"Neustadt";"E8.8437";"N49.5656";;
2;"Germany";"Hesse";"Homberg";"E9.4026";"N51.0299";;
2;"Germany";"Bavaria";"Garmisch-Partenkirchen";"E11.0958";"N47.4921";;
