"Level";"Place0";"Place1";"Place2";"Longitude";"Latitude";"Zoom";"Icon"
2;"Switzerland";"Graubünden (GR)";"Maienfeld";"E9.53148";"N47.00798";;
2;"Switzerland";"Graubünden (GR)";"Malans GR";"E9.57433";"N46.98182";;
2;"Switzerland";"Graubünden (GR)";"Igis";"E9.57173";"N46.94527";;
2;"Switzerland";"Graubünden (GR)";"Landquart";"E9.55861";"N46.96356";;
2;"Switzerland";"Graubünden (GR)";"Mastrils";"E9.54396";"N46.96794";;
2;"Switzerland";"Graubünden (GR)";"Valzeina";"E9.60317";"N46.95098";;
2;"Switzerland";"Graubünden (GR)";"Grüsch";"E9.64703";"N46.98245";;
2;"Switzerland";"Graubünden (GR)";"Fanas";"E9.66663";"N46.98445";;
2;"Switzerland";"Graubünden (GR)";"Schiers";"E9.77006";"N46.99531";;
2;"Switzerland";"Graubünden (GR)";"Schiers";"E9.68837";"N46.97022";;
2;"Switzerland";"Graubünden (GR)";"Lunden";"E9.71186";"N46.94829";;
2;"Switzerland";"Graubünden (GR)";"Stels";"E9.71578";"N46.96549";;
2;"Switzerland";"Graubünden (GR)";"Stels";"E9.79834";"N47.01032";;
2;"Switzerland";"Graubünden (GR)";"Fajauna";"E9.70064";"N46.96966";;
2;"Switzerland";"Graubünden (GR)";"Schuders";"E9.73842";"N46.99109";;
2;"Switzerland";"Graubünden (GR)";"Pusserein";"E9.71094";"N46.98353";;
2;"Switzerland";"Graubünden (GR)";"Seewis Dorf";"E9.63978";"N46.98970";;
2;"Switzerland";"Graubünden (GR)";"Seewis-Pardisla";"E9.63178";"N46.97755";;
2;"Switzerland";"Graubünden (GR)";"Seewis-Schmitten";"E9.64068";"N46.98036";;
2;"Switzerland";"Graubünden (GR)";"Waltensburg/Vuorz";"E9.11759";"N46.77711";;
2;"Switzerland";"Graubünden (GR)";"Andiast";"E9.11793";"N46.78701";;
2;"Switzerland";"Graubünden (GR)";"Tavanasa";"E9.06271";"N46.75481";;
2;"Switzerland";"Graubünden (GR)";"Danis";"E9.05720";"N46.75471";;
2;"Switzerland";"Graubünden (GR)";"Dardin";"E9.04375";"N46.75690";;
2;"Switzerland";"Graubünden (GR)";"Breil/Brigels";"E9.06146";"N46.76817";;
2;"Switzerland";"Graubünden (GR)";"Disentis/Mustér";"E8.85146";"N46.70338";;
2;"Switzerland";"Graubünden (GR)";"Cavardiras";"E8.88486";"N46.71052";;
2;"Switzerland";"Graubünden (GR)";"Mumpé Medel";"E8.84807";"N46.68952";;
2;"Switzerland";"Graubünden (GR)";"Segnas";"E8.82802";"N46.69494";;
2;"Switzerland";"Graubünden (GR)";"Curaglia";"E8.85871";"N46.67357";;
2;"Switzerland";"Graubünden (GR)";"Platta";"E8.85406";"N46.65824";;
2;"Switzerland";"Graubünden (GR)";"Rabius";"E8.95848";"N46.73450";;
2;"Switzerland";"Graubünden (GR)";"Surrein";"E8.94945";"N46.72269";;
2;"Switzerland";"Graubünden (GR)";"S. Benedetg";"E8.93917";"N46.73471";;
2;"Switzerland";"Graubünden (GR)";"Sumvitg";"E8.93909";"N46.72818";;
2;"Switzerland";"Graubünden (GR)";"Cumpadials";"E8.92085";"N46.72275";;
2;"Switzerland";"Graubünden (GR)";"Camischolas";"E8.76117";"N46.68237";;
2;"Switzerland";"Graubünden (GR)";"Sedrun";"E8.77516";"N46.67961";;
2;"Switzerland";"Graubünden (GR)";"Rueras";"E8.75088";"N46.67456";;
2;"Switzerland";"Graubünden (GR)";"Trun";"E8.98479";"N46.74196";;
2;"Switzerland";"Graubünden (GR)";"Zignau";"E9.00621";"N46.74094";;
2;"Switzerland";"Graubünden (GR)";"Schlans";"E9.01501";"N46.75319";;
2;"Switzerland";"Graubünden (GR)";"Obersaxen";"E9.10022";"N46.74852";;
2;"Switzerland";"Graubünden (GR)";"Flond";"E9.16102";"N46.76758";;
2;"Switzerland";"Graubünden (GR)";"Surcuolm";"E9.14408";"N46.75780";;
2;"Switzerland";"Aargau (AG)";"Aarau";"E8.04866";"N47.38901";;
2;"Switzerland";"Aargau (AG)";"Aarau Rohr";"E8.08528";"N47.40200";;
2;"Switzerland";"Aargau (AG)";"Biberstein";"E8.08124";"N47.41595";;
2;"Switzerland";"Aargau (AG)";"Buchs AG";"E8.07133";"N47.38921";;
2;"Switzerland";"Aargau (AG)";"Asp";"E8.04875";"N47.44287";;
2;"Switzerland";"Aargau (AG)";"Densbüren";"E8.05486";"N47.45285";;
2;"Switzerland";"Aargau (AG)";"Barmelweid";"E7.96994";"N47.42185";;
2;"Switzerland";"Aargau (AG)";"Erlinsbach";"E8.00967";"N47.40746";;
2;"Switzerland";"Aargau (AG)";"Gränichen";"E8.10212";"N47.35650";;
2;"Switzerland";"Aargau (AG)";"Hirschthal";"E8.05639";"N47.31870";;
2;"Switzerland";"Aargau (AG)";"Rombach";"E8.04679";"N47.40544";;
2;"Switzerland";"Aargau (AG)";"Küttigen";"E8.04780";"N47.41303";;
2;"Switzerland";"Aargau (AG)";"Muhen";"E8.05135";"N47.33502";;
2;"Switzerland";"Aargau (AG)";"Oberentfelden";"E8.03377";"N47.35800";;
2;"Switzerland";"Aargau (AG)";"Suhr";"E8.07605";"N47.37319";;
2;"Switzerland";"Aargau (AG)";"Unterentfelden";"E8.03834";"N47.36968";;
2;"Switzerland";"Aargau (AG)";"Baden";"E8.30898";"N47.47262";;
2;"Switzerland";"Aargau (AG)";"Baden";"E8.27828";"N47.45450";;
2;"Switzerland";"Aargau (AG)";"Dättwil AG";"E8.28591";"N47.45444";;
2;"Switzerland";"Aargau (AG)";"Rütihof";"E8.26835";"N47.44008";;
2;"Switzerland";"Aargau (AG)";"Bellikon";"E8.34542";"N47.39120";;
2;"Switzerland";"Aargau (AG)";"Bergdietikon";"E8.38037";"N47.39075";;
2;"Switzerland";"Aargau (AG)";"Birmenstorf AG";"E8.24870";"N47.46186";;
2;"Switzerland";"Aargau (AG)";"Ennetbaden";"E8.32399";"N47.48055";;
2;"Switzerland";"Aargau (AG)";"Fislisbach";"E8.29688";"N47.43904";;
2;"Switzerland";"Aargau (AG)";"Freienwil";"E8.32643";"N47.50263";;
2;"Switzerland";"Aargau (AG)";"Gebenstorf";"E8.24016";"N47.48065";;
2;"Switzerland";"Aargau (AG)";"Vogelsang AG";"E8.24010";"N47.49511";;
2;"Switzerland";"Aargau (AG)";"Killwangen";"E8.34871";"N47.43271";;
2;"Switzerland";"Aargau (AG)";"Künten";"E8.32689";"N47.39027";;
2;"Switzerland";"Aargau (AG)";"Mägenwil";"E8.23367";"N47.40973";;
2;"Switzerland";"Aargau (AG)";"Mellingen";"E8.28140";"N47.41819";;
2;"Switzerland";"Aargau (AG)";"Neuenhof";"E8.32367";"N47.44570";;
2;"Switzerland";"Aargau (AG)";"Niederrohrdorf";"E8.29771";"N47.42382";;
2;"Switzerland";"Aargau (AG)";"Oberrohrdorf";"E8.32198";"N47.42273";;
2;"Switzerland";"Aargau (AG)";"Nussbaumen AG";"E8.28951";"N47.48912";;
2;"Switzerland";"Aargau (AG)";"Hertenstein AG";"E8.31272";"N47.48750";;
2;"Switzerland";"Aargau (AG)";"Rieden AG";"E8.30405";"N47.48396";;
2;"Switzerland";"Aargau (AG)";"Kirchdorf AG";"E8.27409";"N47.49689";;
2;"Switzerland";"Aargau (AG)";"Remetschwil";"E8.32670";"N47.40831";;
2;"Switzerland";"Aargau (AG)";"Spreitenbach";"E8.36560";"N47.41685";;
2;"Switzerland";"Aargau (AG)";"Stetten AG";"E8.30594";"N47.39957";;
2;"Switzerland";"Aargau (AG)";"Turgi";"E8.25369";"N47.49072";;
2;"Switzerland";"Aargau (AG)";"Siggenthal Station";"E8.23796";"N47.51522";;
2;"Switzerland";"Aargau (AG)";"Untersiggenthal";"E8.25988";"N47.50528";;
2;"Switzerland";"Aargau (AG)";"Wettingen";"E8.33046";"N47.46781";;
2;"Switzerland";"Aargau (AG)";"Wohlenschwil";"E8.25670";"N47.41238";;
2;"Switzerland";"Aargau (AG)";"Würenlingen";"E8.25863";"N47.53023";;
2;"Switzerland";"Aargau (AG)";"Würenlos";"E8.36487";"N47.44278";;
2;"Switzerland";"Aargau (AG)";"Kloster Fahr";"E8.43906";"N47.40827";;
2;"Switzerland";"Aargau (AG)";"Ehrendingen";"E8.34213";"N47.49731";;
2;"Switzerland";"Aargau (AG)";"Arni AG";"E8.42030";"N47.31854";;
2;"Switzerland";"Aargau (AG)";"Berikon";"E8.37298";"N47.34980";;
2;"Switzerland";"Aargau (AG)";"Bremgarten AG";"E8.34024";"N47.35185";;
2;"Switzerland";"Aargau (AG)";"Hermetschwil-Staffeln";"E8.34153";"N47.33030";;
2;"Switzerland";"Aargau (AG)";"Büttikon AG";"E8.26947";"N47.32855";;
2;"Switzerland";"Aargau (AG)";"Dottikon";"E8.24100";"N47.38366";;
2;"Switzerland";"Aargau (AG)";"Eggenwil";"E8.33915";"N47.36716";;
2;"Switzerland";"Aargau (AG)";"Fischbach-Göslikon";"E8.31110";"N47.36911";;
2;"Switzerland";"Aargau (AG)";"Hägglingen";"E8.25407";"N47.38752";;
2;"Switzerland";"Aargau (AG)";"Jonen";"E8.39547";"N47.29580";;
2;"Switzerland";"Aargau (AG)";"Niederwil AG";"E8.29435";"N47.37874";;
2;"Switzerland";"Aargau (AG)";"Nesselnbach";"E8.29570";"N47.39036";;
2;"Switzerland";"Aargau (AG)";"Oberlunkhofen";"E8.38996";"N47.31240";;
2;"Switzerland";"Aargau (AG)";"Oberwil-Lieli";"E8.38560";"N47.33571";;
2;"Switzerland";"Aargau (AG)";"Rudolfstetten";"E8.37918";"N47.36829";;
2;"Switzerland";"Aargau (AG)";"Sarmenstorf";"E8.25192";"N47.31334";;
2;"Switzerland";"Aargau (AG)";"Tägerig";"E8.28137";"N47.40243";;
2;"Switzerland";"Aargau (AG)";"Uezwil";"E8.27550";"N47.31552";;
2;"Switzerland";"Aargau (AG)";"Unterlunkhofen";"E8.38081";"N47.32126";;
2;"Switzerland";"Aargau (AG)";"Villmergen";"E8.24385";"N47.34573";;
2;"Switzerland";"Aargau (AG)";"Hilfikon";"E8.25090";"N47.33323";;
2;"Switzerland";"Aargau (AG)";"Widen";"E8.35766";"N47.36767";;
2;"Switzerland";"Aargau (AG)";"Wohlen AG";"E8.27819";"N47.35119";;
2;"Switzerland";"Aargau (AG)";"Anglikon";"E8.26279";"N47.36536";;
2;"Switzerland";"Aargau (AG)";"Zufikon";"E8.36090";"N47.34452";;
2;"Switzerland";"Aargau (AG)";"Islisberg";"E8.43926";"N47.32252";;
2;"Switzerland";"Aargau (AG)";"Auenstein";"E8.14070";"N47.41599";;
2;"Switzerland";"Aargau (AG)";"Birr";"E8.20122";"N47.43688";;
2;"Switzerland";"Aargau (AG)";"Birrhard";"E8.24562";"N47.43417";;
2;"Switzerland";"Aargau (AG)";"Schinznach Bad";"E8.16871";"N47.45384";;
2;"Switzerland";"Aargau (AG)";"Brugg AG";"E8.20685";"N47.48510";;
2;"Switzerland";"Aargau (AG)";"Umiken";"E8.18974";"N47.48204";;
2;"Switzerland";"Aargau (AG)";"Habsburg";"E8.18598";"N47.46142";;
2;"Switzerland";"Aargau (AG)";"Hausen AG";"E8.21155";"N47.46210";;
2;"Switzerland";"Aargau (AG)";"Lupfig";"E8.20655";"N47.43945";;
2;"Switzerland";"Aargau (AG)";"Scherz";"E8.18419";"N47.44688";;
2;"Switzerland";"Aargau (AG)";"Mandach";"E8.18615";"N47.54679";;
2;"Switzerland";"Aargau (AG)";"Mönthal";"E8.14333";"N47.51788";;
2;"Switzerland";"Aargau (AG)";"Mülligen";"E8.23942";"N47.45783";;
2;"Switzerland";"Aargau (AG)";"Remigen";"E8.18691";"N47.51605";;
2;"Switzerland";"Aargau (AG)";"Riniken";"E8.18996";"N47.49293";;
2;"Switzerland";"Aargau (AG)";"Rüfenach AG";"E8.20505";"N47.50899";;
2;"Switzerland";"Aargau (AG)";"Thalheim AG";"E8.10282";"N47.43599";;
2;"Switzerland";"Aargau (AG)";"Veltheim AG";"E8.14731";"N47.43829";;
2;"Switzerland";"Aargau (AG)";"Stilli";"E8.23149";"N47.51649";;
2;"Switzerland";"Aargau (AG)";"Villigen";"E8.21299";"N47.52713";;
2;"Switzerland";"Aargau (AG)";"Villnachern";"E8.15656";"N47.46935";;
2;"Switzerland";"Aargau (AG)";"Windisch";"E8.21333";"N47.47571";;
2;"Switzerland";"Aargau (AG)";"Bözberg";"E8.16141";"N47.49127";;
2;"Switzerland";"Aargau (AG)";"Schinznach Dorf";"E8.14255";"N47.44637";;
2;"Switzerland";"Aargau (AG)";"Oberflachs";"E8.13055";"N47.44088";;
2;"Switzerland";"Aargau (AG)";"Beinwil am See";"E8.20841";"N47.26499";;
2;"Switzerland";"Aargau (AG)";"Birrwil";"E8.19773";"N47.29015";;
2;"Switzerland";"Aargau (AG)";"Burg AG";"E8.17798";"N47.23389";;
2;"Switzerland";"Aargau (AG)";"Dürrenäsch";"E8.15747";"N47.32131";;
2;"Switzerland";"Aargau (AG)";"Gontenschwil";"E8.14517";"N47.27177";;
2;"Switzerland";"Aargau (AG)";"Holziken";"E8.03430";"N47.31951";;
2;"Switzerland";"Aargau (AG)";"Leimbach AG";"E8.17006";"N47.27486";;
2;"Switzerland";"Aargau (AG)";"Leutwil";"E8.17401";"N47.30947";;
2;"Switzerland";"Aargau (AG)";"Menziken";"E8.18637";"N47.23951";;
2;"Switzerland";"Aargau (AG)";"Oberkulm";"E8.12407";"N47.29897";;
2;"Switzerland";"Aargau (AG)";"Reinach AG";"E8.18843";"N47.25621";;
2;"Switzerland";"Aargau (AG)";"Schlossrued";"E8.08906";"N47.29273";;
2;"Switzerland";"Aargau (AG)";"Schmiedrued";"E8.10859";"N47.27098";;
2;"Switzerland";"Aargau (AG)";"Walde AG";"E8.11215";"N47.25879";;
2;"Switzerland";"Aargau (AG)";"Schöftland";"E8.05065";"N47.30480";;
2;"Switzerland";"Aargau (AG)";"Teufenthal AG";"E8.11838";"N47.32781";;
2;"Switzerland";"Aargau (AG)";"Unterkulm";"E8.11553";"N47.31050";;
2;"Switzerland";"Aargau (AG)";"Zetzwil";"E8.15096";"N47.28824";;
2;"Switzerland";"Aargau (AG)";"Eiken";"E7.98901";"N47.53196";;
2;"Switzerland";"Aargau (AG)";"Frick";"E8.02243";"N47.50442";;
2;"Switzerland";"Aargau (AG)";"Gansingen";"E8.14001";"N47.54288";;
2;"Switzerland";"Aargau (AG)";"Gipf-Oberfrick";"E8.00339";"N47.49727";;
2;"Switzerland";"Aargau (AG)";"Herznach";"E8.04751";"N47.47148";;
2;"Switzerland";"Aargau (AG)";"Kaisten";"E8.04589";"N47.54012";;
2;"Switzerland";"Aargau (AG)";"Ittenthal";"E8.05844";"N47.51755";;
2;"Switzerland";"Aargau (AG)";"Laufenburg";"E8.06149";"N47.56198";;
2;"Switzerland";"Aargau (AG)";"Rheinsulz";"E8.09002";"N47.55571";;
2;"Switzerland";"Aargau (AG)";"Sulz AG";"E8.09756";"N47.53431";;
2;"Switzerland";"Aargau (AG)";"Münchwilen AG";"E7.96333";"N47.53688";;
2;"Switzerland";"Aargau (AG)";"Oberhof";"E8.00273";"N47.44874";;
2;"Switzerland";"Aargau (AG)";"Oeschgen";"E8.01900";"N47.52307";;
2;"Switzerland";"Aargau (AG)";"Schwaderloch";"E8.14445";"N47.58564";;
2;"Switzerland";"Aargau (AG)";"Sisseln AG";"E7.98535";"N47.55216";;
2;"Switzerland";"Aargau (AG)";"Ueken";"E8.04350";"N47.48630";;
2;"Switzerland";"Aargau (AG)";"Wittnau";"E7.97482";"N47.48084";;
2;"Switzerland";"Aargau (AG)";"Wölflinswil";"E7.99565";"N47.46184";;
2;"Switzerland";"Aargau (AG)";"Zeihen";"E8.08761";"N47.47533";;
2;"Switzerland";"Aargau (AG)";"Oberhofen AG";"E8.13336";"N47.55452";;
2;"Switzerland";"Aargau (AG)";"Mettau";"E8.12620";"N47.56431";;
2;"Switzerland";"Aargau (AG)";"Etzgen";"E8.10548";"N47.57339";;
2;"Switzerland";"Aargau (AG)";"Wil AG";"E8.15303";"N47.56055";;
2;"Switzerland";"Aargau (AG)";"Hottwil";"E8.16124";"N47.54784";;
2;"Switzerland";"Aargau (AG)";"Hornussen";"E8.06296";"N47.49875";;
2;"Switzerland";"Aargau (AG)";"Bözen";"E8.08526";"N47.49547";;
2;"Switzerland";"Aargau (AG)";"Elfingen";"E8.09886";"N47.50680";;
2;"Switzerland";"Aargau (AG)";"Effingen";"E8.10388";"N47.48882";;
2;"Switzerland";"Aargau (AG)";"Ammerswil AG";"E8.20919";"N47.37132";;
2;"Switzerland";"Aargau (AG)";"Boniswil";"E8.18443";"N47.31519";;
2;"Switzerland";"Aargau (AG)";"Brunegg";"E8.21692";"N47.41894";;
2;"Switzerland";"Aargau (AG)";"Dintikon";"E8.22682";"N47.36186";;
2;"Switzerland";"Aargau (AG)";"Egliswil";"E8.18563";"N47.34974";;
2;"Switzerland";"Aargau (AG)";"Fahrwangen";"E8.24227";"N47.29484";;
2;"Switzerland";"Aargau (AG)";"Hallwil";"E8.17592";"N47.32868";;
2;"Switzerland";"Aargau (AG)";"Hendschiken";"E8.21698";"N47.38592";;
2;"Switzerland";"Aargau (AG)";"Holderbank AG";"E8.17066";"N47.43093";;
2;"Switzerland";"Aargau (AG)";"Hunzenschwil";"E8.12304";"N47.38400";;
2;"Switzerland";"Aargau (AG)";"Lenzburg";"E8.17930";"N47.38807";;
2;"Switzerland";"Aargau (AG)";"Meisterschwanden";"E8.23445";"N47.29513";;
2;"Switzerland";"Aargau (AG)";"Tennwil";"E8.22087";"N47.30675";;
2;"Switzerland";"Aargau (AG)";"Wildegg";"E8.16514";"N47.41587";;
2;"Switzerland";"Aargau (AG)";"Möriken AG";"E8.19097";"N47.41647";;
2;"Switzerland";"Aargau (AG)";"Niederlenz";"E8.17035";"N47.40269";;
2;"Switzerland";"Aargau (AG)";"Othmarsingen";"E8.21014";"N47.40211";;
2;"Switzerland";"Aargau (AG)";"Rupperswil";"E8.13457";"N47.40276";;
2;"Switzerland";"Aargau (AG)";"Schafisheim";"E8.14227";"N47.37818";;
2;"Switzerland";"Aargau (AG)";"Seengen";"E8.20305";"N47.32639";;
2;"Switzerland";"Aargau (AG)";"Seon";"E8.15674";"N47.34618";;
2;"Switzerland";"Aargau (AG)";"Staufen";"E8.16287";"N47.38074";;
2;"Switzerland";"Aargau (AG)";"Abtwil AG";"E8.35505";"N47.17500";;
2;"Switzerland";"Aargau (AG)";"Aristau";"E8.36096";"N47.28693";;
2;"Switzerland";"Aargau (AG)";"Auw";"E8.36705";"N47.21009";;
2;"Switzerland";"Aargau (AG)";"Beinwil (Freiamt)";"E8.34643";"N47.23023";;
2;"Switzerland";"Aargau (AG)";"Besenbüren";"E8.34405";"N47.31197";;
2;"Switzerland";"Aargau (AG)";"Bettwil";"E8.26652";"N47.29065";;
2;"Switzerland";"Aargau (AG)";"Boswil";"E8.30882";"N47.30381";;
2;"Switzerland";"Aargau (AG)";"Bünzen";"E8.32661";"N47.30950";;
2;"Switzerland";"Aargau (AG)";"Waldhäusern AG";"E8.31516";"N47.32687";;
2;"Switzerland";"Aargau (AG)";"Buttwil";"E8.31380";"N47.26953";;
2;"Switzerland";"Aargau (AG)";"Dietwil";"E8.39297";"N47.14764";;
2;"Switzerland";"Aargau (AG)";"Geltwil";"E8.32598";"N47.24900";;
2;"Switzerland";"Aargau (AG)";"Kallern";"E8.29330";"N47.31316";;
2;"Switzerland";"Aargau (AG)";"Merenschwand";"E8.37576";"N47.26024";;
2;"Switzerland";"Aargau (AG)";"Benzenschwil";"E8.36374";"N47.24649";;
2;"Switzerland";"Aargau (AG)";"Mühlau";"E8.39036";"N47.22996";;
2;"Switzerland";"Aargau (AG)";"Muri AG";"E8.33868";"N47.27233";;
2;"Switzerland";"Aargau (AG)";"Oberrüti";"E8.39609";"N47.16566";;
2;"Switzerland";"Aargau (AG)";"Rottenschwil";"E8.36594";"N47.31442";;
2;"Switzerland";"Aargau (AG)";"Sins";"E8.34641";"N47.18723";;
2;"Switzerland";"Aargau (AG)";"Sins";"E8.39544";"N47.19463";;
2;"Switzerland";"Aargau (AG)";"Alikon";"E8.35976";"N47.19962";;
2;"Switzerland";"Aargau (AG)";"Meienberg";"E8.37624";"N47.19781";;
2;"Switzerland";"Aargau (AG)";"Aettenschwil";"E8.37003";"N47.18625";;
2;"Switzerland";"Aargau (AG)";"Fenkrieden";"E8.36974";"N47.16120";;
2;"Switzerland";"Aargau (AG)";"Waltenschwil";"E8.30209";"N47.33388";;
2;"Switzerland";"Aargau (AG)";"Hellikon";"E7.92315";"N47.50768";;
2;"Switzerland";"Aargau (AG)";"Kaiseraugst";"E7.72493";"N47.53960";;
2;"Switzerland";"Aargau (AG)";"Magden";"E7.81088";"N47.53092";;
2;"Switzerland";"Aargau (AG)";"Möhlin";"E7.84340";"N47.56172";;
2;"Switzerland";"Aargau (AG)";"Mumpf";"E7.92277";"N47.54575";;
2;"Switzerland";"Aargau (AG)";"Obermumpf";"E7.93355";"N47.53031";;
2;"Switzerland";"Aargau (AG)";"Olsberg";"E7.78336";"N47.52085";;
2;"Switzerland";"Aargau (AG)";"Rheinfelden";"E7.79273";"N47.55415";;
2;"Switzerland";"Aargau (AG)";"Schupfart";"E7.96662";"N47.51332";;
2;"Switzerland";"Aargau (AG)";"Stein AG";"E7.95135";"N47.54341";;
2;"Switzerland";"Aargau (AG)";"Wallbach";"E7.90041";"N47.56260";;
2;"Switzerland";"Aargau (AG)";"Wegenstetten";"E7.93533";"N47.49870";;
2;"Switzerland";"Aargau (AG)";"Zeiningen";"E7.86995";"N47.54212";;
2;"Switzerland";"Aargau (AG)";"Zuzgen";"E7.89704";"N47.52464";;
2;"Switzerland";"Aargau (AG)";"Aarburg";"E7.89927";"N47.32076";;
2;"Switzerland";"Aargau (AG)";"Bottenwil";"E8.00501";"N47.28474";;
2;"Switzerland";"Aargau (AG)";"Brittnau";"E7.94832";"N47.25891";;
2;"Switzerland";"Aargau (AG)";"Kirchleerau";"E8.06824";"N47.27639";;
2;"Switzerland";"Aargau (AG)";"Kölliken";"E8.02938";"N47.33800";;
2;"Switzerland";"Aargau (AG)";"Moosleerau";"E8.06457";"N47.26910";;
2;"Switzerland";"Aargau (AG)";"Murgenthal";"E7.83227";"N47.26542";;
2;"Switzerland";"Aargau (AG)";"Riken AG";"E7.84957";"N47.27622";;
2;"Switzerland";"Aargau (AG)";"Glashütten";"E7.84549";"N47.25866";;
2;"Switzerland";"Aargau (AG)";"Oftringen";"E7.93049";"N47.31033";;
2;"Switzerland";"Aargau (AG)";"Attelwil";"E8.04469";"N47.26223";;
2;"Switzerland";"Aargau (AG)";"Reitnau";"E8.04890";"N47.25102";;
2;"Switzerland";"Aargau (AG)";"Rothrist";"E7.87810";"N47.30619";;
2;"Switzerland";"Aargau (AG)";"Safenwil";"E7.98215";"N47.31757";;
2;"Switzerland";"Aargau (AG)";"Staffelbach";"E8.04233";"N47.28372";;
2;"Switzerland";"Aargau (AG)";"Wittwil";"E8.03959";"N47.29054";;
2;"Switzerland";"Aargau (AG)";"Strengelbach";"E7.92754";"N47.27989";;
2;"Switzerland";"Aargau (AG)";"Uerkheim";"E8.02487";"N47.30617";;
2;"Switzerland";"Aargau (AG)";"Vordemwald";"E7.89613";"N47.27257";;
2;"Switzerland";"Aargau (AG)";"Wiliberg";"E8.02237";"N47.26762";;
2;"Switzerland";"Aargau (AG)";"Zofingen";"E7.94507";"N47.28881";;
2;"Switzerland";"Aargau (AG)";"Mühlethal";"E7.97811";"N47.30138";;
2;"Switzerland";"Aargau (AG)";"Kleindöttingen";"E8.24647";"N47.56916";;
2;"Switzerland";"Aargau (AG)";"Böttstein";"E8.22328";"N47.55553";;
2;"Switzerland";"Aargau (AG)";"Döttingen";"E8.25869";"N47.57006";;
2;"Switzerland";"Aargau (AG)";"Endingen";"E8.28985";"N47.53670";;
2;"Switzerland";"Aargau (AG)";"Unterendingen";"E8.29136";"N47.54755";;
2;"Switzerland";"Aargau (AG)";"Fisibach";"E8.40790";"N47.56213";;
2;"Switzerland";"Aargau (AG)";"Full-Reuenthal";"E8.20276";"N47.60875";;
2;"Switzerland";"Aargau (AG)";"Klingnau";"E8.24981";"N47.58087";;
2;"Switzerland";"Aargau (AG)";"Koblenz";"E8.23828";"N47.60785";;
2;"Switzerland";"Aargau (AG)";"Leibstadt";"E8.18028";"N47.59169";;
2;"Switzerland";"Aargau (AG)";"Lengnau AG";"E8.32903";"N47.51999";;
2;"Switzerland";"Aargau (AG)";"Leuggern";"E8.21684";"N47.58001";;
2;"Switzerland";"Aargau (AG)";"Hettenschwil";"E8.19654";"N47.57575";;
2;"Switzerland";"Aargau (AG)";"Mellikon";"E8.34760";"N47.56709";;
2;"Switzerland";"Aargau (AG)";"Schneisingen";"E8.36663";"N47.52032";;
2;"Switzerland";"Aargau (AG)";"Siglistorf";"E8.38066";"N47.54580";;
2;"Switzerland";"Aargau (AG)";"Tegerfelden";"E8.28967";"N47.55702";;
2;"Switzerland";"Aargau (AG)";"Rietheim";"E8.28067";"N47.60204";;
2;"Switzerland";"Aargau (AG)";"Bad Zurzach";"E8.29530";"N47.58208";;
2;"Switzerland";"Aargau (AG)";"Rekingen AG";"E8.32750";"N47.56993";;
2;"Switzerland";"Aargau (AG)";"Baldingen";"E8.32080";"N47.55572";;
2;"Switzerland";"Aargau (AG)";"Böbikon";"E8.33306";"N47.55343";;
2;"Switzerland";"Aargau (AG)";"Wislikofen";"E8.36276";"N47.55746";;
2;"Switzerland";"Aargau (AG)";"Rümikon AG";"E8.37744";"N47.56372";;
2;"Switzerland";"Aargau (AG)";"Kaiserstuhl AG";"E8.42016";"N47.56726";;
2;"Switzerland";"Thurgau (TG)";"Arbon";"E9.43689";"N47.51523";;
2;"Switzerland";"Thurgau (TG)";"Frasnacht";"E9.40580";"N47.52732";;
2;"Switzerland";"Thurgau (TG)";"Stachen";"E9.40991";"N47.50666";;
2;"Switzerland";"Thurgau (TG)";"Dozwil";"E9.32000";"N47.57604";;
2;"Switzerland";"Thurgau (TG)";"Steinebrunn";"E9.34336";"N47.53431";;
2;"Switzerland";"Thurgau (TG)";"Neukirch (Egnach)";"E9.36949";"N47.52870";;
2;"Switzerland";"Thurgau (TG)";"Winden";"E9.35670";"N47.50603";;
2;"Switzerland";"Thurgau (TG)";"Egnach";"E9.38284";"N47.54428";;
2;"Switzerland";"Thurgau (TG)";"Hefenhofen";"E9.29894";"N47.56478";;
2;"Switzerland";"Thurgau (TG)";"Horn";"E9.46310";"N47.49383";;
2;"Switzerland";"Thurgau (TG)";"Kesswil";"E9.31681";"N47.59339";;
2;"Switzerland";"Thurgau (TG)";"Freidorf TG";"E9.39729";"N47.48629";;
2;"Switzerland";"Thurgau (TG)";"Roggwil TG";"E9.39632";"N47.50017";;
2;"Switzerland";"Thurgau (TG)";"Romanshorn";"E9.36941";"N47.56486";;
2;"Switzerland";"Thurgau (TG)";"Salmsach";"E9.37481";"N47.55568";;
2;"Switzerland";"Thurgau (TG)";"Sommeri";"E9.29013";"N47.56719";;
2;"Switzerland";"Thurgau (TG)";"Uttwil";"E9.34101";"N47.58358";;
2;"Switzerland";"Thurgau (TG)";"Amriswil";"E9.29748";"N47.54497";;
2;"Switzerland";"Thurgau (TG)";"Hagenwil b. Amriswil";"E9.30714";"N47.52903";;
2;"Switzerland";"Thurgau (TG)";"Biessenhofen";"E9.26040";"N47.54651";;
2;"Switzerland";"Thurgau (TG)";"Schocherswil";"E9.26631";"N47.53695";;
2;"Switzerland";"Thurgau (TG)";"Oberaach";"E9.26693";"N47.55895";;
