"Level";"Place0";"Place1";"Place2";"Longitude";"Latitude";"Zoom";"Icon"
2;"Switzerland";"Bern (BE)";"Reutigen";"E7.61949";"N46.69318";;
2;"Switzerland";"Bern (BE)";"Einigen";"E7.64601";"N46.70943";;
2;"Switzerland";"Bern (BE)";"Spiez";"E7.67716";"N46.69072";;
2;"Switzerland";"Bern (BE)";"Hondrich";"E7.68041";"N46.67237";;
2;"Switzerland";"Bern (BE)";"Faulensee";"E7.70263";"N46.67614";;
2;"Switzerland";"Bern (BE)";"Wimmis";"E7.63529";"N46.67297";;
2;"Switzerland";"Bern (BE)";"Höfen b. Thun";"E7.56374";"N46.72318";;
2;"Switzerland";"Bern (BE)";"Niederstocken";"E7.57309";"N46.71054";;
2;"Switzerland";"Bern (BE)";"Oberstocken";"E7.55440";"N46.71578";;
2;"Switzerland";"Bern (BE)";"Guttannen";"E8.28973";"N46.65500";;
2;"Switzerland";"Bern (BE)";"Hasliberg Hohfluh";"E8.17395";"N46.75159";;
2;"Switzerland";"Bern (BE)";"Hasliberg Wasserwendi";"E8.19725";"N46.74665";;
2;"Switzerland";"Bern (BE)";"Hasliberg Goldern";"E8.19858";"N46.73962";;
2;"Switzerland";"Bern (BE)";"Hasliberg Reuti";"E8.20916";"N46.73275";;
2;"Switzerland";"Bern (BE)";"Innertkirchen";"E8.23078";"N46.70637";;
2;"Switzerland";"Bern (BE)";"Gadmen";"E8.35295";"N46.73833";;
2;"Switzerland";"Bern (BE)";"Unterbach BE";"E8.11214";"N46.73918";;
2;"Switzerland";"Bern (BE)";"Meiringen";"E8.18918";"N46.72944";;
2;"Switzerland";"Bern (BE)";"Brünig";"E8.13819";"N46.75757";;
2;"Switzerland";"Bern (BE)";"Rosenlaui";"E8.15390";"N46.67958";;
2;"Switzerland";"Bern (BE)";"Schattenhalb";"E8.19034";"N46.70700";;
2;"Switzerland";"Bern (BE)";"Boltigen";"E7.39426";"N46.63039";;
2;"Switzerland";"Bern (BE)";"Lenk im Simmental";"E7.44089";"N46.45646";;
2;"Switzerland";"Bern (BE)";"St. Stephan";"E7.40031";"N46.50551";;
2;"Switzerland";"Bern (BE)";"Matten (St. Stephan)";"E7.42157";"N46.49375";;
2;"Switzerland";"Bern (BE)";"Zweisimmen";"E7.37183";"N46.55201";;
2;"Switzerland";"Bern (BE)";"Blankenburg";"E7.38947";"N46.54151";;
2;"Switzerland";"Bern (BE)";"Oeschseite";"E7.35151";"N46.53096";;
2;"Switzerland";"Bern (BE)";"Feutersoey";"E7.27079";"N46.41789";;
2;"Switzerland";"Bern (BE)";"Gsteig b. Gstaad";"E7.26721";"N46.38465";;
2;"Switzerland";"Bern (BE)";"Lauenen b. Gstaad";"E7.32107";"N46.42477";;
2;"Switzerland";"Bern (BE)";"Abländschen";"E7.29280";"N46.57703";;
2;"Switzerland";"Bern (BE)";"Saanenmöser";"E7.31173";"N46.51747";;
2;"Switzerland";"Bern (BE)";"Schönried";"E7.29101";"N46.50416";;
2;"Switzerland";"Bern (BE)";"Gstaad";"E7.28628";"N46.47496";;
2;"Switzerland";"Bern (BE)";"Turbach";"E7.33565";"N46.47896";;
2;"Switzerland";"Bern (BE)";"Grund b. Gstaad";"E7.27433";"N46.44554";;
2;"Switzerland";"Bern (BE)";"Saanen";"E7.25847";"N46.49033";;
2;"Switzerland";"Bern (BE)";"Sangernboden";"E7.35337";"N46.71308";;
2;"Switzerland";"Bern (BE)";"Riffenmatt";"E7.35292";"N46.76560";;
2;"Switzerland";"Bern (BE)";"Guggisberg";"E7.32923";"N46.76661";;
2;"Switzerland";"Bern (BE)";"Riedstätt";"E7.31981";"N46.78380";;
2;"Switzerland";"Bern (BE)";"Rüschegg Gambach";"E7.37404";"N46.77621";;
2;"Switzerland";"Bern (BE)";"Rüschegg Heubach";"E7.40725";"N46.78203";;
2;"Switzerland";"Bern (BE)";"Lanzenhäusern";"E7.34721";"N46.84188";;
2;"Switzerland";"Bern (BE)";"Schwarzenburg";"E7.34185";"N46.81698";;
2;"Switzerland";"Bern (BE)";"Mamishaus";"E7.37859";"N46.80976";;
2;"Switzerland";"Bern (BE)";"Milken";"E7.35869";"N46.79257";;
2;"Switzerland";"Bern (BE)";"Albligen";"E7.31912";"N46.85175";;
2;"Switzerland";"Bern (BE)";"Belp";"E7.50050";"N46.89090";;
2;"Switzerland";"Bern (BE)";"Belpberg";"E7.52129";"N46.86731";;
2;"Switzerland";"Bern (BE)";"Burgistein";"E7.50517";"N46.79627";;
2;"Switzerland";"Bern (BE)";"Gerzensee";"E7.54741";"N46.83830";;
2;"Switzerland";"Bern (BE)";"Gurzelen";"E7.53330";"N46.77972";;
2;"Switzerland";"Bern (BE)";"Jaberg";"E7.56843";"N46.81805";;
2;"Switzerland";"Bern (BE)";"Kaufdorf";"E7.49869";"N46.83803";;
2;"Switzerland";"Bern (BE)";"Kehrsatz";"E7.47354";"N46.91263";;
2;"Switzerland";"Bern (BE)";"Kirchdorf BE";"E7.55059";"N46.82049";;
2;"Switzerland";"Bern (BE)";"Mühledorf BE";"E7.52994";"N46.82798";;
2;"Switzerland";"Bern (BE)";"Noflen BE";"E7.54330";"N46.80559";;
2;"Switzerland";"Bern (BE)";"Gelterfingen";"E7.51563";"N46.84448";;
2;"Switzerland";"Bern (BE)";"Niedermuhlern";"E7.46533";"N46.86137";;
2;"Switzerland";"Bern (BE)";"Rüti b. Riggisberg";"E7.44752";"N46.78280";;
2;"Switzerland";"Bern (BE)";"Rümligen";"E7.49569";"N46.83102";;
2;"Switzerland";"Bern (BE)";"Riggisberg";"E7.47667";"N46.81162";;
2;"Switzerland";"Bern (BE)";"Rüeggisberg";"E7.43870";"N46.82125";;
2;"Switzerland";"Bern (BE)";"Oberbütschel";"E7.46315";"N46.83766";;
2;"Switzerland";"Bern (BE)";"Hinterfultigen";"E7.40115";"N46.83911";;
2;"Switzerland";"Bern (BE)";"Helgisried-Rohrbach";"E7.42371";"N46.81194";;
2;"Switzerland";"Bern (BE)";"Seftigen";"E7.54067";"N46.78683";;
2;"Switzerland";"Bern (BE)";"Toffen";"E7.49281";"N46.85851";;
2;"Switzerland";"Bern (BE)";"Uttigen";"E7.57435";"N46.79312";;
2;"Switzerland";"Bern (BE)";"Wattenwil";"E7.50487";"N46.77053";;
2;"Switzerland";"Bern (BE)";"Zimmerwald";"E7.47017";"N46.87649";;
2;"Switzerland";"Bern (BE)";"Englisberg";"E7.46839";"N46.89789";;
2;"Switzerland";"Bern (BE)";"Mühlethurnen";"E7.50761";"N46.81405";;
2;"Switzerland";"Bern (BE)";"Lohnstorf";"E7.51082";"N46.80676";;
2;"Switzerland";"Bern (BE)";"Kirchenthurnen";"E7.50631";"N46.82500";;
2;"Switzerland";"Bern (BE)";"Aeschau";"E7.76645";"N46.90888";;
2;"Switzerland";"Bern (BE)";"Eggiwil";"E7.79577";"N46.87442";;
2;"Switzerland";"Bern (BE)";"Langnau im Emmental";"E7.78510";"N46.94186";;
2;"Switzerland";"Bern (BE)";"Oberfrittenbach";"E7.80003";"N46.97767";;
2;"Switzerland";"Bern (BE)";"Bärau";"E7.81105";"N46.93299";;
2;"Switzerland";"Bern (BE)";"Gohl";"E7.80833";"N46.95596";;
2;"Switzerland";"Bern (BE)";"Lauperswil";"E7.73789";"N46.96653";;
2;"Switzerland";"Bern (BE)";"Emmenmatt";"E7.74761";"N46.94803";;
2;"Switzerland";"Bern (BE)";"Röthenbach im Emmental";"E7.74144";"N46.85432";;
2;"Switzerland";"Bern (BE)";"Schwanden im Emmental";"E7.69447";"N46.98559";;
2;"Switzerland";"Bern (BE)";"Zollbrück";"E7.74131";"N46.97581";;
2;"Switzerland";"Bern (BE)";"Rüderswil";"E7.71959";"N46.98276";;
2;"Switzerland";"Bern (BE)";"Schangnau";"E7.86377";"N46.82823";;
2;"Switzerland";"Bern (BE)";"Signau";"E7.72451";"N46.92057";;
2;"Switzerland";"Bern (BE)";"Schüpbach";"E7.73478";"N46.92861";;
2;"Switzerland";"Bern (BE)";"Trub";"E7.87742";"N46.94314";;
2;"Switzerland";"Bern (BE)";"Fankhaus (Trub)";"E7.90863";"N46.96726";;
2;"Switzerland";"Bern (BE)";"Trubschachen";"E7.84570";"N46.92290";;
2;"Switzerland";"Bern (BE)";"Amsoldingen";"E7.57918";"N46.72714";;
2;"Switzerland";"Bern (BE)";"Blumenstein";"E7.52038";"N46.74114";;
2;"Switzerland";"Bern (BE)";"Heimenschwand";"E7.69729";"N46.82846";;
2;"Switzerland";"Bern (BE)";"Eriz";"E7.77750";"N46.78826";;
2;"Switzerland";"Bern (BE)";"Fahrni b. Thun";"E7.65834";"N46.79806";;
2;"Switzerland";"Bern (BE)";"Heiligenschwendi";"E7.67927";"N46.75136";;
2;"Switzerland";"Bern (BE)";"Heimberg";"E7.60155";"N46.78961";;
2;"Switzerland";"Bern (BE)";"Hünibach";"E7.65125";"N46.74524";;
2;"Switzerland";"Bern (BE)";"Hilterfingen";"E7.66229";"N46.74068";;
2;"Switzerland";"Bern (BE)";"Homberg b. Thun";"E7.68380";"N46.77689";;
2;"Switzerland";"Bern (BE)";"Horrenbach";"E7.75244";"N46.77787";;
2;"Switzerland";"Bern (BE)";"Buchen BE";"E7.70918";"N46.78251";;
2;"Switzerland";"Bern (BE)";"Oberhofen am Thunersee";"E7.66850";"N46.73119";;
2;"Switzerland";"Bern (BE)";"Pohlern";"E7.53525";"N46.72515";;
2;"Switzerland";"Bern (BE)";"Gunten";"E7.70154";"N46.71283";;
2;"Switzerland";"Bern (BE)";"Sigriswil";"E7.71125";"N46.71693";;
2;"Switzerland";"Bern (BE)";"Tschingel ob Gunten";"E7.70863";"N46.72388";;
2;"Switzerland";"Bern (BE)";"Aeschlen ob Gunten";"E7.69889";"N46.71981";;
2;"Switzerland";"Bern (BE)";"Ringoldswil";"E7.69454";"N46.73340";;
2;"Switzerland";"Bern (BE)";"Schwanden (Sigriswil)";"E7.71630";"N46.73564";;
2;"Switzerland";"Bern (BE)";"Merligen";"E7.73760";"N46.69893";;
2;"Switzerland";"Bern (BE)";"Steffisburg";"E7.63825";"N46.78268";;
2;"Switzerland";"Bern (BE)";"Steffisburg";"E7.61453";"N46.77103";;
2;"Switzerland";"Bern (BE)";"Schwendibach";"E7.66191";"N46.76992";;
2;"Switzerland";"Bern (BE)";"Teuffenthal b. Thun";"E7.71110";"N46.76681";;
2;"Switzerland";"Bern (BE)";"Thierachern";"E7.57357";"N46.75410";;
2;"Switzerland";"Bern (BE)";"Thun";"E7.62363";"N46.75541";;
2;"Switzerland";"Bern (BE)";"Thun";"E7.60014";"N46.76204";;
2;"Switzerland";"Bern (BE)";"Thun";"E7.62069";"N46.74050";;
2;"Switzerland";"Bern (BE)";"Thun";"E7.59884";"N46.73993";;
2;"Switzerland";"Bern (BE)";"Goldiwil (Thun)";"E7.66521";"N46.76179";;
2;"Switzerland";"Bern (BE)";"Gwatt (Thun)";"E7.62312";"N46.72850";;
2;"Switzerland";"Bern (BE)";"Uebeschi";"E7.55491";"N46.73816";;
2;"Switzerland";"Bern (BE)";"Uetendorf";"E7.57389";"N46.77475";;
2;"Switzerland";"Bern (BE)";"Unterlangenegg";"E7.69278";"N46.79814";;
2;"Switzerland";"Bern (BE)";"Schwarzenegg";"E7.71478";"N46.79678";;
2;"Switzerland";"Bern (BE)";"Süderen";"E7.75638";"N46.81804";;
2;"Switzerland";"Bern (BE)";"Zwieselberg";"E7.61730";"N46.70848";;
2;"Switzerland";"Bern (BE)";"Längenbühl";"E7.52894";"N46.75600";;
2;"Switzerland";"Bern (BE)";"Forst b. Längenbühl";"E7.52237";"N46.76339";;
2;"Switzerland";"Bern (BE)";"Affoltern im Emmental";"E7.73475";"N47.06450";;
2;"Switzerland";"Bern (BE)";"Weier im Emmental";"E7.75337";"N47.06256";;
2;"Switzerland";"Bern (BE)";"Häusernmoos im Emmental";"E7.74906";"N47.07943";;
2;"Switzerland";"Bern (BE)";"Dürrenroth";"E7.79137";"N47.09049";;
2;"Switzerland";"Bern (BE)";"Eriswil";"E7.85072";"N47.07811";;
2;"Switzerland";"Bern (BE)";"Huttwil";"E7.84995";"N47.11372";;
2;"Switzerland";"Bern (BE)";"Schwarzenbach (Huttwil)";"E7.83242";"N47.10636";;
2;"Switzerland";"Bern (BE)";"Lützelflüh-Goldbach";"E7.68232";"N47.00511";;
2;"Switzerland";"Bern (BE)";"Ramsei";"E7.70842";"N46.99845";;
2;"Switzerland";"Bern (BE)";"Ranflüh";"E7.73794";"N46.98855";;
2;"Switzerland";"Bern (BE)";"Grünenmatt";"E7.72399";"N47.00884";;
2;"Switzerland";"Bern (BE)";"Rüegsauschachen";"E7.66068";"N47.01821";;
2;"Switzerland";"Bern (BE)";"Rüegsau";"E7.67454";"N47.02477";;
2;"Switzerland";"Bern (BE)";"Rüegsbach";"E7.69175";"N47.03392";;
2;"Switzerland";"Bern (BE)";"Sumiswald";"E7.74499";"N47.02777";;
2;"Switzerland";"Bern (BE)";"Grünen";"E7.74112";"N47.02493";;
2;"Switzerland";"Bern (BE)";"Wasen im Emmental";"E7.79713";"N47.04307";;
2;"Switzerland";"Bern (BE)";"Heimisbach";"E7.76098";"N47.01200";;
2;"Switzerland";"Bern (BE)";"Trachselwald";"E7.73777";"N47.01658";;
2;"Switzerland";"Bern (BE)";"Schmidigen-Mühleweg";"E7.74364";"N47.09473";;
2;"Switzerland";"Bern (BE)";"Walterswil BE";"E7.77643";"N47.11283";;
2;"Switzerland";"Bern (BE)";"Wyssachen";"E7.82444";"N47.07916";;
2;"Switzerland";"Bern (BE)";"Attiswil";"E7.61401";"N47.24652";;
2;"Switzerland";"Bern (BE)";"Berken";"E7.70594";"N47.22577";;
2;"Switzerland";"Bern (BE)";"Bettenhausen";"E7.71828";"N47.17331";;
2;"Switzerland";"Bern (BE)";"Bollodingen";"E7.70562";"N47.16618";;
2;"Switzerland";"Bern (BE)";"Farnern";"E7.61778";"N47.26692";;
2;"Switzerland";"Bern (BE)";"Graben";"E7.71780";"N47.21527";;
2;"Switzerland";"Bern (BE)";"Wanzwil";"E7.69199";"N47.19890";;
2;"Switzerland";"Bern (BE)";"Röthenbach Herzogenbuchsee";"E7.68343";"N47.20663";;
2;"Switzerland";"Bern (BE)";"Heimenhausen";"E7.69793";"N47.21360";;
2;"Switzerland";"Bern (BE)";"Herzogenbuchsee";"E7.71436";"N47.19453";;
2;"Switzerland";"Bern (BE)";"Oberönz";"E7.69431";"N47.17943";;
2;"Switzerland";"Bern (BE)";"Inkwil";"E7.67367";"N47.20140";;
2;"Switzerland";"Bern (BE)";"Niederbipp";"E7.70182";"N47.26839";;
2;"Switzerland";"Bern (BE)";"Wolfisberg";"E7.65992";"N47.27485";;
2;"Switzerland";"Bern (BE)";"Niederönz";"E7.69147";"N47.18435";;
2;"Switzerland";"Bern (BE)";"Oberbipp";"E7.65675";"N47.26009";;
2;"Switzerland";"Bern (BE)";"Ochlenberg";"E7.73603";"N47.14995";;
2;"Switzerland";"Bern (BE)";"Oschwand";"E7.71303";"N47.14055";;
2;"Switzerland";"Bern (BE)";"Rumisberg";"E7.63979";"N47.26560";;
2;"Switzerland";"Bern (BE)";"Grasswil";"E7.66681";"N47.14575";;
2;"Switzerland";"Bern (BE)";"Seeberg";"E7.66454";"N47.15494";;
2;"Switzerland";"Bern (BE)";"Riedtwil";"E7.69714";"N47.14240";;
2;"Switzerland";"Bern (BE)";"Hermiswil";"E7.70056";"N47.15592";;
2;"Switzerland";"Bern (BE)";"Thörigen";"E7.72971";"N47.17495";;
2;"Switzerland";"Bern (BE)";"Walliswil b. Niederbipp";"E7.69178";"N47.23736";;
2;"Switzerland";"Bern (BE)";"Walliswil b. Wangen";"E7.68289";"N47.22885";;
2;"Switzerland";"Bern (BE)";"Wangen an der Aare";"E7.65602";"N47.23591";;
2;"Switzerland";"Bern (BE)";"Wangenried";"E7.65565";"N47.21712";;
2;"Switzerland";"Bern (BE)";"Wiedlisbach";"E7.64729";"N47.25262";;
2;"Switzerland";"Luzern (LU)";"Doppleschwand";"E8.05545";"N47.01892";;
2;"Switzerland";"Luzern (LU)";"Entlebuch";"E8.06472";"N46.99222";;
2;"Switzerland";"Luzern (LU)";"Rengg";"E8.09130";"N47.00346";;
2;"Switzerland";"Luzern (LU)";"Finsterwald b. Entlebuch";"E8.10239";"N46.97348";;
2;"Switzerland";"Luzern (LU)";"Ebnet";"E8.07715";"N47.02178";;
2;"Switzerland";"Luzern (LU)";"Flühli LU";"E8.01538";"N46.88490";;
2;"Switzerland";"Luzern (LU)";"Sörenberg";"E8.03229";"N46.82337";;
2;"Switzerland";"Luzern (LU)";"Hasle LU";"E8.05138";"N46.98015";;
2;"Switzerland";"Luzern (LU)";"Fontannen b. Wolhusen";"E7.98596";"N47.02595";;
2;"Switzerland";"Luzern (LU)";"Romoos";"E8.02401";"N47.01100";;
2;"Switzerland";"Luzern (LU)";"Bramboden";"E7.98552";"N46.97903";;
2;"Switzerland";"Luzern (LU)";"Schüpfheim";"E8.01977";"N46.95316";;
2;"Switzerland";"Luzern (LU)";"Schachen LU";"E8.14281";"N47.03829";;
2;"Switzerland";"Luzern (LU)";"Werthenstein";"E8.10345";"N47.05439";;
2;"Switzerland";"Luzern (LU)";"Escholzmatt";"E7.93473";"N46.91397";;
2;"Switzerland";"Luzern (LU)";"Wiggen";"E7.90979";"N46.89547";;
2;"Switzerland";"Luzern (LU)";"Marbach LU";"E7.90073";"N46.85291";;
2;"Switzerland";"Luzern (LU)";"Aesch LU";"E8.23911";"N47.25470";;
2;"Switzerland";"Luzern (LU)";"Ballwil";"E8.32071";"N47.15228";;
2;"Switzerland";"Luzern (LU)";"Emmenbrücke";"E8.27368";"N47.07730";;
2;"Switzerland";"Luzern (LU)";"Emmen";"E8.30248";"N47.07901";;
2;"Switzerland";"Luzern (LU)";"Ermensee";"E8.24275";"N47.22790";;
2;"Switzerland";"Luzern (LU)";"Eschenbach LU";"E8.32029";"N47.13277";;
2;"Switzerland";"Luzern (LU)";"Gelfingen";"E8.27153";"N47.21461";;
2;"Switzerland";"Luzern (LU)";"Sulz LU";"E8.28892";"N47.22011";;
2;"Switzerland";"Luzern (LU)";"Hitzkirch";"E8.26438";"N47.22522";;
2;"Switzerland";"Luzern (LU)";"Retschwil";"E8.25348";"N47.19290";;
2;"Switzerland";"Luzern (LU)";"Altwis";"E8.24782";"N47.23846";;
2;"Switzerland";"Luzern (LU)";"Müswangen";"E8.28917";"N47.23831";;
2;"Switzerland";"Luzern (LU)";"Hämikon";"E8.27188";"N47.23732";;
2;"Switzerland";"Luzern (LU)";"Hämikon";"E8.29998";"N47.24319";;
2;"Switzerland";"Luzern (LU)";"Mosen";"E8.22778";"N47.24283";;
2;"Switzerland";"Luzern (LU)";"Hochdorf";"E8.29302";"N47.16689";;
2;"Switzerland";"Luzern (LU)";"Urswil";"E8.29304";"N47.14955";;
2;"Switzerland";"Luzern (LU)";"Baldegg";"E8.28047";"N47.18563";;
2;"Switzerland";"Luzern (LU)";"Hohenrain";"E8.31834";"N47.17948";;
2;"Switzerland";"Luzern (LU)";"Kleinwangen";"E8.29464";"N47.19492";;
2;"Switzerland";"Luzern (LU)";"Lieli LU";"E8.29877";"N47.20971";;
2;"Switzerland";"Luzern (LU)";"Inwil";"E8.35028";"N47.12219";;
2;"Switzerland";"Luzern (LU)";"Rain";"E8.26318";"N47.12972";;
2;"Switzerland";"Luzern (LU)";"Römerswil LU";"E8.24591";"N47.16971";;
2;"Switzerland";"Luzern (LU)";"Herlisberg";"E8.23010";"N47.19844";;
2;"Switzerland";"Luzern (LU)";"Rothenburg";"E8.27305";"N47.09392";;
2;"Switzerland";"Luzern (LU)";"Schongau";"E8.26746";"N47.26909";;
2;"Switzerland";"Luzern (LU)";"Adligenswil";"E8.36509";"N47.07057";;
2;"Switzerland";"Luzern (LU)";"Buchrain";"E8.34601";"N47.09476";;
2;"Switzerland";"Luzern (LU)";"Perlen";"E8.35978";"N47.11063";;
2;"Switzerland";"Luzern (LU)";"Dierikon";"E8.37187";"N47.09734";;
2;"Switzerland";"Luzern (LU)";"Ebikon";"E8.34022";"N47.08179";;
2;"Switzerland";"Luzern (LU)";"Gisikon";"E8.39928";"N47.12712";;
2;"Switzerland";"Luzern (LU)";"Greppen";"E8.43005";"N47.05550";;
2;"Switzerland";"Luzern (LU)";"Honau";"E8.40620";"N47.13286";;
2;"Switzerland";"Luzern (LU)";"St. Niklausen LU";"E8.34039";"N47.01932";;
2;"Switzerland";"Luzern (LU)";"Kastanienbaum";"E8.33381";"N47.01343";;
2;"Switzerland";"Luzern (LU)";"Horw";"E8.31269";"N47.01919";;
2;"Switzerland";"Luzern (LU)";"Kriens";"E8.27909";"N47.03300";;
2;"Switzerland";"Luzern (LU)";"Obernau";"E8.25340";"N47.03215";;
2;"Switzerland";"Luzern (LU)";"Luzern";"E8.29701";"N47.05006";;
2;"Switzerland";"Luzern (LU)";"Malters";"E8.18344";"N47.03594";;
2;"Switzerland";"Luzern (LU)";"Meggen";"E8.37206";"N47.04648";;
2;"Switzerland";"Luzern (LU)";"Meierskappel";"E8.44268";"N47.12528";;
2;"Switzerland";"Luzern (LU)";"Root";"E8.39159";"N47.11422";;
2;"Switzerland";"Luzern (LU)";"Root D4";"E8.37346";"N47.10442";;
2;"Switzerland";"Luzern (LU)";"Eigenthal";"E8.21923";"N47.00705";;
2;"Switzerland";"Luzern (LU)";"Schwarzenberg LU";"E8.17419";"N47.01608";;
2;"Switzerland";"Luzern (LU)";"Udligenswil";"E8.39928";"N47.09111";;
2;"Switzerland";"Luzern (LU)";"Vitznau";"E8.48378";"N47.01037";;
2;"Switzerland";"Luzern (LU)";"Weggis";"E8.43432";"N47.03269";;
2;"Switzerland";"Luzern (LU)";"Rigi Kaltbad";"E8.47098";"N47.04395";;
2;"Switzerland";"Luzern (LU)";"Neudorf";"E8.20987";"N47.17660";;
2;"Switzerland";"Luzern (LU)";"Beromünster";"E8.19314";"N47.20702";;
2;"Switzerland";"Luzern (LU)";"Schwarzenbach LU";"E8.21254";"N47.23387";;
2;"Switzerland";"Luzern (LU)";"Gunzwil";"E8.17965";"N47.21123";;
2;"Switzerland";"Luzern (LU)";"Büron";"E8.09095";"N47.21473";;
2;"Switzerland";"Luzern (LU)";"Buttisholz";"E8.09457";"N47.11486";;
2;"Switzerland";"Luzern (LU)";"Eich";"E8.16955";"N47.15299";;
2;"Switzerland";"Luzern (LU)";"Geuensee";"E8.11013";"N47.19844";;
2;"Switzerland";"Luzern (LU)";"Grosswangen";"E8.05004";"N47.13329";;
2;"Switzerland";"Luzern (LU)";"Hildisrieden";"E8.23337";"N47.15010";;
2;"Switzerland";"Luzern (LU)";"St. Erhard";"E8.07421";"N47.18268";;
2;"Switzerland";"Luzern (LU)";"Knutwil";"E8.07279";"N47.20161";;
2;"Switzerland";"Luzern (LU)";"Kaltbach";"E8.05882";"N47.18379";;
2;"Switzerland";"Luzern (LU)";"Mauensee";"E8.06703";"N47.16773";;
2;"Switzerland";"Luzern (LU)";"Hellbühl";"E8.19685";"N47.07013";;
2;"Switzerland";"Luzern (LU)";"Sempach Station";"E8.19302";"N47.11462";;
2;"Switzerland";"Luzern (LU)";"Neuenkirch";"E8.20358";"N47.09994";;
2;"Switzerland";"Luzern (LU)";"Nottwil";"E8.13383";"N47.13437";;
2;"Switzerland";"Luzern (LU)";"Oberkirch LU";"E8.11531";"N47.15852";;
2;"Switzerland";"Luzern (LU)";"Pfeffikon LU";"E8.17761";"N47.24977";;
2;"Switzerland";"Luzern (LU)";"Rickenbach LU";"E8.15295";"N47.21984";;
2;"Switzerland";"Luzern (LU)";"Ruswil";"E8.12665";"N47.08511";;
2;"Switzerland";"Luzern (LU)";"Sigigen";"E8.13513";"N47.06334";;
2;"Switzerland";"Luzern (LU)";"Schenkon";"E8.13552";"N47.17325";;
2;"Switzerland";"Luzern (LU)";"Schlierbach";"E8.10997";"N47.22600";;
2;"Switzerland";"Luzern (LU)";"Sempach";"E8.19904";"N47.13301";;
2;"Switzerland";"Luzern (LU)";"Sursee";"E8.10941";"N47.17332";;
2;"Switzerland";"Luzern (LU)";"Triengen";"E8.07733";"N47.23407";;
2;"Switzerland";"Luzern (LU)";"Kulmerau";"E8.08744";"N47.25497";;
2;"Switzerland";"Luzern (LU)";"Winikon";"E8.04929";"N47.23727";;
2;"Switzerland";"Luzern (LU)";"Wilihof";"E8.06485";"N47.22478";;
2;"Switzerland";"Luzern (LU)";"Wolhusen";"E8.07479";"N47.05974";;
2;"Switzerland";"Luzern (LU)";"Steinhuserberg";"E8.04641";"N47.04295";;
2;"Switzerland";"Luzern (LU)";"Alberswil";"E7.99722";"N47.14962";;
2;"Switzerland";"Luzern (LU)";"Altbüron";"E7.88241";"N47.17991";;
2;"Switzerland";"Luzern (LU)";"Ebersecken";"E7.93287";"N47.18262";;
2;"Switzerland";"Luzern (LU)";"Altishofen";"E7.96035";"N47.20158";;
2;"Switzerland";"Luzern (LU)";"Buchs LU";"E8.03712";"N47.20090";;
2;"Switzerland";"Luzern (LU)";"Dagmersellen";"E7.99033";"N47.21418";;
2;"Switzerland";"Luzern (LU)";"Uffikon";"E8.01826";"N47.21135";;
2;"Switzerland";"Luzern (LU)";"Egolzwil";"E8.00636";"N47.18546";;
2;"Switzerland";"Luzern (LU)";"Kottwil";"E8.04510";"N47.16277";;
2;"Switzerland";"Luzern (LU)";"Ettiswil";"E8.01449";"N47.14853";;
2;"Switzerland";"Luzern (LU)";"Fischbach LU";"E7.90785";"N47.15609";;
2;"Switzerland";"Luzern (LU)";"Grossdietwil";"E7.88858";"N47.17153";;
2;"Switzerland";"Luzern (LU)";"Hergiswil b. Willisau";"E7.95918";"N47.08589";;
2;"Switzerland";"Luzern (LU)";"Hofstatt";"E7.91505";"N47.08474";;
2;"Switzerland";"Luzern (LU)";"Luthern";"E7.91640";"N47.05911";;
2;"Switzerland";"Luzern (LU)";"Luthern Bad";"E7.92714";"N47.02814";;
2;"Switzerland";"Luzern (LU)";"Menznau";"E8.03932";"N47.08403";;
2;"Switzerland";"Luzern (LU)";"Geiss";"E8.05600";"N47.09023";;
2;"Switzerland";"Luzern (LU)";"Menzberg";"E7.99829";"N47.04119";;
2;"Switzerland";"Luzern (LU)";"Nebikon";"E7.97465";"N47.19122";;
2;"Switzerland";"Luzern (LU)";"St. Urban";"E7.83972";"N47.23241";;
2;"Switzerland";"Luzern (LU)";"Pfaffnau";"E7.89830";"N47.22854";;
2;"Switzerland";"Luzern (LU)";"Reiden";"E7.97217";"N47.24354";;
2;"Switzerland";"Luzern (LU)";"Reidermoos";"E7.99007";"N47.25451";;
2;"Switzerland";"Luzern (LU)";"Mehlsecken";"E7.95912";"N47.24547";;
2;"Switzerland";"Luzern (LU)";"Langnau b. Reiden";"E7.96320";"N47.23111";;
2;"Switzerland";"Luzern (LU)";"Richenthal";"E7.94641";"N47.21938";;
2;"Switzerland";"Luzern (LU)";"Roggliswil";"E7.88627";"N47.21208";;
2;"Switzerland";"Luzern (LU)";"Ohmstal";"E7.95118";"N47.16305";;
2;"Switzerland";"Luzern (LU)";"Schötz";"E7.98897";"N47.16941";;
2;"Switzerland";"Luzern (LU)";"Ufhusen";"E7.89998";"N47.11756";;
2;"Switzerland";"Luzern (LU)";"Wauwil";"E8.02258";"N47.18629";;
2;"Switzerland";"Luzern (LU)";"Wikon";"E7.96719";"N47.26322";;
2;"Switzerland";"Luzern (LU)";"Hintermoos";"E7.99845";"N47.27013";;
2;"Switzerland";"Luzern (LU)";"Zell LU";"E7.92264";"N47.14001";;
2;"Switzerland";"Luzern (LU)";"Hüswil";"E7.90254";"N47.12788";;
2;"Switzerland";"Luzern (LU)";"Daiwil";"E8.01280";"N47.09709";;
